id,Speech to Text,Video Intelligence api,Company,Upload date,Before,After,Target
AKpcGXb59sc,walking a dog in that thousands of steps to your day walking this money that can be rough on pants feet knees and lower back that's why she wears doctor Scholl's Orthotics they relieve pain and give her the Comfort to move more so she can keep up with all their best friends dr. Scholl's born to move,"['television advertisement', 'dog', 'animal', 'pet', 'puppy']",drscholls,21-12-18,58,63,0.0813456394539524
ANEpbxivlLU,,"['car', 'vehicle']",mazda,08-04-19,89,92,0.03278982282299097
aOC3tPwF0bs,Skechers highlights Skechers highlights by Skechers,"['song', 'shoe', 'magenta', 'footwear', 'graphics', 'neon']",skechers,01-04-19,53,71,0.28768207245178085
AREJhfNqQVI,I hate it I hate it so bad no no no I love it might post it later,['logo'],Adobe Creative Cloud,27-03-19,0,47,3.871201010907891
auKV78saErw,every Honda has the thrill of racing built into it and you can find that racing excitement at the Honda Dream garage spring event with a stylish Honda Civic with sport mode get a great deal on a Honda Civic at the Honda Dream garage spring,"['motor vehicle', 'land vehicle', 'sports', 'race track', 'racing', 'honda civic', 'car', 'honda', 'mid size car', 'auto racing', 'vehicle', 'motorsport', 'logo']",The Tonight Show Starring Jimmy Fallon,14-04-19,37,39,0.05129329438755048
azvR__GRQic,president when NASA this is Charles Xavier help is on the way doing space missions now bring them home heat signatures Rising fast where's Chief where is she she should be dancing did you hear what the kids are calling you Phoenix log who are you the better question is who are you something's happening to me when I lose control bad things happen but it feels good,"['drama', 'marvel comics', 'trailer', 'comics', 'film']",dark phoenix,17-04-19,19,31,0.47000362924573563
A_K4Y90eu8A,as the number one choice of hospitals Pampers Swaddlers is 2 times softer and wraps your baby in our most premium protection because everything that touches your baby should be this comforting Pampers the number one choice of hospitals nurses and parents,['infant'],pampers,31-03-19,73,71,-0.027398974188114388
b2LU8QxnGX4,crazy right that's the tattoo though you want to get that Hulu has live sports really yep to my contract how much they paying total has live sports,[],hulu,11-04-19,75,81,0.07598590697792205
B3CJnU0XIMY,don't count travel time makes a time that you're traveling count follow them any tracks that need you to new people new places and if you lose track it doesn't really matter because you'll probably end up somewhere even better than getting there as fast as possible teach about getting it's the excitement freedom and friendship the long nights early mornings chase the horizon take that detour and let it surprise you because in the end,"['transport', 'vacation', 'travel']",eurail,03-12-18,65,59,-0.0953101798043249
b59ldoJ6qPM,the all new BMW 3 Series,"['motor vehicle', 'land vehicle', 'sports sedan', 'family car', 'bmw', 'performance car', 'car', 'sports car', 'personal luxury car', 'sedan', 'coupé', 'automotive exterior', 'luxury vehicle', 'vehicle', 'motorsport', 'wheel']",bmwusa,07-04-19,73,73,0.0
b6xIk-gW_0w,,[],samsung galaxy 10,18-03-19,62,53,-0.15415067982725836
bC5IKO_uiY4,,"['tank', 'combat vehicle', 'games', 'gameplay', 'action game', 'trailer', 'video game', 'world of tanks', 'pc game', 'war', 'vehicle', 'weapon']",crossout,16-04-19,51,57,0.109199291964992
BCD1uAxfcuI,,[],wikibuy,07-07-17,19,38,0.6678293725756554
bcgmDkywMA0,,"['mobile device', 'gadget', 'mobile phone', 'smartphone', 'telephone', 'feature phone', 'consumer electronics', 'portable communications device', 'communication device', 'iphone']",apple,14-04-19,47,46,-0.02105340919783238
bcuMeDqJtnU,send money with poop on his crazy simple even when my hands are busy,[],groupon,25-06-18,90,95,0.05348868495098622
bdT8rph1vc8,princess rated R Thursday,"['television advertisement', 'film', 'trailer']",fandango,15-04-19,34,38,0.10821358464023279
Bd_43Q61J3s,in the end you died the way you lived cowering in a crevice,['brick'],ortho groundclear,17-04-19,100,20,-1.5705980791178364
bf0anQedLH0,,[],edu google,25-02-18,81,77,-0.05001042057466142
BgRPFSqTzow,you should really stop overpaying for wireless upgrade,"['trailer', 'television advertisement', 'television program']",sprint,08-03-19,75,72,-0.04027389913793996
bh-cRGgJAmk,hey hey hey Welcome to My Life Chad let's start with some questions gold mask a little too fancy for me please and I've never had a ventev situation snail facial know the products I use is much simpler and it works one second it's my new superpower it's actually an Essence but has his miracles ingredient pocaterra makes the skin tone smoother more radiant I just pour some in my hand. Easy as that this really Werks the first time I used it I got totally hooked my skin is literally crystal clearphone,"['skin', 'cosmetics']",SK-II,06-03-19,74,75,0.013245226750020723
BI-es62Oekk,,['mobile device'],apple,15-04-19,47,46,-0.02105340919783238
bjDQozNK7Dc,introducing your Passport to Adventure the all new passport from Honda,"['motor vehicle', 'land vehicle', 'road', 'car', 'vehicle', 'off roading']",honda passport,02-04-19,49,47,-0.040821994520255166
Bjp66Ti048c,one free Chipotle join Chipotle rewards weather in the restaurant ordering ahead or getting it delivered you can earn points towards free Chipotle join now,"['food', 'television advertisement']",chipotle,14-04-19,25,26,0.03774032798284711
BNMCIzMZa_s,we go big we go bold,[],walmart,17-04-19,42,75,0.5695332245927687
bO-fjqf9Pkk,the music legend Cyndi Lauper and Broadway Zone Harvey fierstein the tony-winning best musical about seizing your destiny and being who you want to be Kinky Boots tickets at Lexus Broadway boston.com,"['stage', 'song', 'performance art', 'television advertisement', 'performing arts', 'theatre', 'dancer', 'musical theatre', 'dance']",Mitsubishi Outlander,20-03-19,100,99,-0.009950330853168092
bqHv62pcebI,please join a movement of millions of Americans to impeach Donald Trump mr. Trump has committed 10 different impeachable offenses some of them on a daily basis and that number could go up you can help stop mr. Trump by signing the petition today he may be the president and he may believe he's above the law but he's not we the American people have the power to hold an account please sign the petition now,['senior citizen'],impeach trump,11-04-19,7,7,0.0
bRPaqxejMhE,I can't believe it that there's a lobster in our hot tub there's a jack I needed this,"['leisure', 'nature']",geico,24-02-19,94,99,0.05129329438755048
bsr2Y1FUT3E,,"['graphic design', 'lyrics', 'song', 'text', 'graphics', 'font']",providencejournal,02-04-19,86,79,-0.08388148398070212
bSYkFQSQTM0,you were open all day everyday 24/7 mean sugar Geico,"['television advertisement', 'drink']",geico,25-02-19,94,99,0.05129329438755048
BUXPOqt4O2E,I'm looking for real,"['light', 'laser', 'stage']",oculus quest,18-03-19,38,100,0.951558870711613
bv1ipqIBaag,from the first time sensitive skin meet smelly odors to all the smelly stains that follow there's all free clear odor relief from the first and number one recommended brand for sensitive skin it attacks odors get his Dental on skin try all free clear odor relief today,"['infant', 'television advertisement']",all-laundry,03-04-19,0,35,3.58351893845611
Bv683aP4IzQ,this world has come for you my first stop one bullet left Trust Bank,"['games', 'gameplay', 'action game', 'trailer', 'video game']",sony playstation,28-03-19,39,44,0.11778303565638346
c25yQXZo49E,only on Blaze TV how did we get here the chalkboard comes to life this isn't an American idea is he breaks down today's issues he have to stop using the presidency and executive orders as weapons and explains the stories that matter to you that's the way it's supposed to work if a bill is unconstitutional your then supposed to be to it don't miss Glenn only on Blaze TV start your free trial like Blaze tv.com back,[],get blazetv,04-02-19,73,72,-0.013605652055778598
C44wJ-E9zL8,how's your boss I'm ordering you to get me a molly I feel like I'm just pawn shop,"['trailer', 'television advertisement', 'film', 'television program']",longshot,12-04-19,86,100,0.14921239818667575
CaEe3d1EY1w,what happens when you take one online Superstar I wonder who I miss you replay date movies hot dog shoots good thing it's not spicy at your silly,"['animation', 'play', 'song']",nickjr,16-04-19,74,74,0.0
cAuEGNixSfI,Athena,"['graphic design', 'song', 'graphics', 'pattern', 'font', 'logo']",kaos nightclub,18-03-19,15,18,0.17185025692665923
CfRFOaAc12g,the top three reasons to come to Maine are the ocean the people in the food order necessarily,"['food', 'vegetable']",Maine,14-03-16,66,70,0.057987257650349316
CixoaRIVvUo,how easy is it to sell your bike Step 1 submit your bike by entering your VIN step to submit details of your bike upload photos step 3 check your email rumbleon sends cash offers in 15 minutes or less it's as easy as sitting on your couch so you bike to rumble on today,[],rumbleon,14-04-19,48,97,0.6931471805599453
cKYUXPSEbv4,the new Roomba i7 plus is your floors best friend only room that uses to multi-surface rubber brushes to grab and remove pet hair and the Roomba filter captures 99% of dog and cat allergens if it's not for my robot it's not a Roomba,[],irobot,17-04-19,14,16,0.125163142954006
cmDkCn6e0cY,don't you just love the sound of truck model,['vehicle'],ford truck,06-02-19,88,97,0.09633110893843211
cUAQpXNCyw0,new pronamel intensive enamel repair why just brush to clean when you can do more you can brush in vital minerals to help actively repair acid weakened enamel so you don't just brush to clean brush to build new pronamel repair,[],pronamel,02-04-19,81,100,0.20840126957700633
cuBKPodtvuk,ever wish you had someone to talk to about money and Michelle Financial helping. And I help people with money questions if you have a question about money where do I get help for size Financial Solutions,[],Wells Fargo,16-04-19,67,68,0.014598799421152631
CUwT8l16Et8,I see what's possible instead of what's here other see cracked concrete run down chords I see a way to bring Pride back to communities that's why I made project backboard and a site with GoDaddy how you make your mark Make the World you want,['games'],godaddy,29-03-19,91,92,0.010810916104215676
d-rOAZFw1-k,We Gather to celebrate a life Relentless evil sick twisted existence that grew through the cracks and spread to my very soul so you have a long life but I cut it short with ortho ground clear weed and grass killer let's go to the garden do ortho ground clear kills really fast and it's organic friendly speed you can trust,"['plant', 'garden', 'flower']",ortho groundclear,17-04-19,100,20,-1.5705980791178364
D5ajOTYLl20,,"['motor vehicle', 'land vehicle', 'family car', 'car', 'vehicle']",uber,01-02-19,82,83,0.01197619104671562
Dc_M-McsQhc,allergy sufferers your senses of smell and hearing and taste are being censored dulled by allergy congestion regain your senses with Nasacort it's more effective than antihistamines on your worst nasal symptoms including congestion Nasacort live uncensored,"['plant', 'garden', 'flower']",nasacort,15-02-19,51,46,-0.10109611687136875
Dd5q9JGjsko,,['song'],selinc,01-10-18,15,44,1.0340737675305385
dF2D2dbcLnw,,['animal'],apple,16-04-19,47,46,-0.02105340919783238
Dg2AHYS-qAw,when you join Apricot Lane Boutique some of the benefits are get buying you get merchandising you get marketing and get somebody helping you with point-of-sale you can eat Commerce you get a family you get a network of franchisees they're all working together for the success of all of us,"['shopping', 'retail', 'shopping mall', 'boutique']",apricot lane,20-08-18,0,0,0.0
dHBKDgYt4Gs,Outdoors 101 mosquito bites suck,"['pet', 'dog', 'animal']",K9 advantics,20-03-19,0,0,0.0
dkBb4d35w1o,,['text'],apple,15-04-19,47,46,-0.02105340919783238
Dmwfa3fLUIs,,"['games', 'video game', 'trailer']",oneleaves,01-03-19,0,14,2.70805020110221
DN3kPy-uobA,Uber Mueller report is finally here and mr. Trump's cover-ups and Corruption are undeniable we already knew mr. Trump committed impeachable offenses what politician said wait for mower now there's no more excuse for waiting Congress must begin impeachment hearings now so that we Americans can see for ourselves how bad it's gotten and can hold this present accountable no one is above the law which repeated responsible for the content of this app,[],impeach trump,18-04-19,7,29,1.3217558399823195
DOcmUgvEW7E,introducing smart dogs are they the answer to distracted driving nope but Geico has a simple tip turn on do not disturb while driving mode,"['television advertisement', 'dog', 'animal', 'pet', 'car', 'vehicle']",geico,01-04-19,89,84,-0.05715841383994864
dRUKQYtF-zw,,"['episode', 'television advertisement', 'trailer', 'film', 'television program']",thehustle,18-04-19,33,46,0.3237870770938972
dsv68WsdQ2Y,how democracies respond about scandal,[],google products,08-04-19,31,32,0.030771658666753687
Dta5c43xhLA,,"['presentation', 'snare drum', 'politics', 'drummer', 'conversation', 'tom tom drum', 'musical instrument', 'percussion', 'drum', 'performance', 'drums']",desert order,27-03-19,59,60,0.016529301951210506
DuA2fu-JvUw,wherever you go however you go for energy on-the-go it's got to be Five Hour Energy Works fast Works Long taste good flat our energy on the go,"['vehicle', 'television advertisement']",5 hour energy,18-04-19,20,21,0.04652001563489291
duwjStThjgU,two guys came in one was holding a long shot gun the other was holding their mascot at Stockton that you need to get down get down cuz I didn't know if it was still going to be some shooting going on and they were still sitting up in a chair hollering and screaming and that's why I asked if we don't sit my son's Mackenzie here please don't shoot and when I had the opportunity I took him to shoot you're facing a potential attacker with only seconds left to determine if they're innocent or if the threat is imminent learn how to decide of deadly force is the right choice by clicking this video and downloading your free deadly force decision making guide now,['advertising'],try usconcealedcarry,25-03-19,20,30,0.3894647667617233
Dwx7df2J1tw,the Groupon app is amazing the money I said I got to get a spa day,['television program'],groupon,25-06-18,90,95,0.05348868495098622
dzaudt0Eg4Y,Pikachu pretty rings unicorn style Lovett tons of new style like sugar glitter so cute and fancy funny totally adored and solid rose gold color baby binkies for babies if you're lucky because you can collect twist defense useful separately from Spin Master Pikachu,"['nail', 'toy', 'song']",Spin Master Spark Club,15-02-19,0,0,0.0
DzJkCiWR6bo,welcome to every Hondas are racing Heritage and at the Honda Dream garage spring event you can take some of it home with a Honda Accord car and driver called America's best sedan get a great deal on the Honda Accord at the Honda Dream garage spring,"['motor vehicle', 'sports', 'car', 'auto racing', 'vehicle', 'motorsport', 'logo']",honda,15-03-19,90,93,0.032435275753153955
E0ijEcdnqhA,prepare yourself and Sheila wants to be a hero 30 ought to truTV,"['firefighter', 'television advertisement']",trutv,21-03-19,6,100,2.6692103677859462
E0RDJ9tYw6A,so the job of the writer is not to supply the ideas it is to be patient enough to find the ideas David and Goliath is a concept we all know an arrogant big dude who thinks he's fighting a sword fight and David change the rules but then I stumbled across this paper that have been written by Israeli endocrinologist who is suggested Goliath has his really rare medical condition which causes you to lose your eyesight why do giants lose because they can't see their so big and strong and powerful they lose the ability to kind of properly appreciate the world around them it's not just a story about David's courage and greatness it's a story about Goliath - you can find gold in the smallest of details if you're willing to be patient,[],masterclass,27-02-18,51,60,0.15963014559188393
E1prEHnCXd0,do do your thing flea Du Hast seize that moment find your inspiration be extraordinary spread your wings and experience the Mazda CX-5 with new signature trim and turbo Mazda feel alive,"['motor vehicle', 'land vehicle', 'mid size car', 'trailer', 'sport utility vehicle', 'mazda', 'car', 'vehicle']",mazda,27-11-18,85,95,0.11000089521432849
E2kHrlE8bnI,,['song'],kayak,08-01-19,71,85,0.17768117723745241
e3C96xBjGgc,,"['cuisine', 'dish', 'food', 'recipe', 'cooking', 'room']",sunbasket,11-04-19,0,0,0.0
e4zvtQd0fOk,now on AutoTrader you can start your deal online to save you time at the dealership choose from available financing options and get a no surprise monthly payment based on your information AutoTrader by faster,[],autotrader,05-03-19,90,90,0.0
E5UR6h7GaYw,stream the world's best plant scientist comes Miracle-Gro performance Organics organic plant food and soil that finally work for twice the bounce guarantee Miracle-Gro performance Organics,"['plant', 'food', 'television advertisement']",miraclegro,04-02-19,53,32,-0.49247648509779407
E6CsB386MZ4,your team writes too many emails to count grammarly business makes each and every message clear effective they're free allowing your team to shine brightly send your team apartment grammarly business complete with centralized billing EZ Seed management and team writing stats visit grammarly.com business to get started,"['software', 'text', 'tutorial']",grammarly,23-10-18,98,86,-0.12921173148000623
E6dawNAXUDI,you're the guy with the gun the person who do anything to protect the ones you love but did you know that you can go to jail simply for doing the right thing for doing what you had to do to keep your family safe don't end up behind bars because you didn't know what would happen after the smoke cleared and that's why I created this one hundred percent free guide the six things you didn't know would happen when the police arrive to understand these 6 things can be the difference between freedom and a lifetime behind bars for you that's not what I want for you and I don't think that that's what you want either click the video right now to download your free guy that'll teach you the six things you need to know to stay out of a jail cell and at home with your loved onesclick this video right now make one of these 6 mistakes and you could find yourself spending the rest of your life Behind Bars quick this video right now and you'll get the one hundred percent free guide the six things you didn't know what,"['presentation', 'speech']",try usconcealedcarry,25-03-19,20,30,0.3894647667617233
e8oPEm6MqSI,,[],apple,14-04-19,47,46,-0.02105340919783238
EH6Cliq7ORo,introducing non-stop spring styles for the family. Old Navy stores for 50% off your entire purchase with dresses from twelve bucks for women and ten bucks for girls only at Old Navy,[],oldnavy,18-04-19,40,44,0.09309042306601203
EJHwqVwhYxg,messy writing can cost you a lot family business focuses on commas spelling instruction so you can focus on meeting the deadlines same time as money is grammarly business complete with centralized billing management and team writing stats visit grammarly.com business to get started,"['software', 'text', 'television advertisement', 'tutorial']",grammarly,23-10-18,98,86,-0.12921173148000623
enU5q0tE9kk,Ultra Pure Gold beer,['bottle'],michelobultra,21-02-19,40,32,-0.2170645052378275
eodK1k6ln5s,what is this place did you attend this feet,"['film', 'trailer']",one leaves game,01-03-19,0,14,2.70805020110221
eoSIftP6vBw,come on baby nothing did have you slept can't until I find a promo code that works it's taking forever all right this is crazy just use honey beauty shop like normal and honey automatically finds and applies best promo code for you Sycamore losing sleep sack with and works at hundreds of store is still so you can get sleep tight. Honey smart shopping assistant that helps you save time and money on everything from gaming tissues add honey for free with just two clicks it's that easy,[],honey coupons,12-04-19,19,90,1.5151272329628591
ERr--rsHjAM,Abigail we can escape to the north will you leave with me 20 million members of connected to a deeper family story get started for free at ancestry.com,"['film', 'trailer']",ancestry,15-04-19,47,45,-0.04255961441879589
etkNEgstbJ0,,"['television program', 'film', 'trailer']",bet,11-04-19,8,25,1.0608719606852626
EUzT6Bf3dGE,,['presentation'],wix,09-10-18,81,79,-0.02469261259037152
EvchlXlIIXI,,"['presentation', 'official', 'speaker', 'public speaking', 'politics', 'news', 'speech', 'president of the united states', 'flag of the united states', 'news conference']",stand trump,08-10-18,26,26,0.0
ew0q_F2cGLw,,"['driving', 'lane', 'performance car', 'sedan', 'supercar', 'luxury vehicle', 'auto racing', 'car', 'motor vehicle', 'land vehicle', 'family car', 'personal luxury car', 'mid size car', 'vehicle', 'automotive design', 'road', 'automotive lighting', 'black and white', 'sports car', 'motorsport']",genesis car,12-04-19,47,56,0.17185025692665923
EZ2VzgBzTz0,,"['basketball moves', 'sports', 'games', 'player', 'crowd', 'team sport', 'ball game', 'people', 'basketball', 'audience', 'sport venue']",img academy,08-04-19,100,61,-0.4879861317961679
F-GzTIAEhNE,,[],Wendys,18-03-19,67,75,0.1112256351102244
F99FuGwkvc8,,"['real-time strategy', 'battle', 'games', 'gameplay', 'combat', 'action game', 'strategy video game', 'video game', 'pc game', 'weapon']",desert order,02-03-19,60,91,0.410914712875729
FDjqu0qyaWs,,"['mobile device', 'gadget', 'mobile phone', 'smartphone', 'telephone', 'apple', 'feature phone', 'consumer electronics', 'portable communications device', 'communication device', 'iphone']",apple,14-04-19,47,46,-0.02105340919783238
FDXCR_FyZQQ,,[],tresiba,16-01-19,0,0,0.0
fF-Di-OFsPQ,,"['outerwear', 'fashion', 'fashion model']",therealreal,19-03-19,76,56,-0.3007541540191337
fgTN6uFFEQQ,,[],yieldstreet,19-07-18,27,38,0.33135713595444244
FJyJze1RyBQ,,"['health care', 'medicine']",fbi jobs,21-12-18,46,40,-0.13657553500575073
FlIdD6Kpucw,,"['winter', 'ski mountaineering', 'winter sport', 'ridge', 'ski touring', 'sports', 'ski', 'adventure', 'mountain', 'skiing', 'mountain range', 'mountaineering', 'summit', 'snow', 'outdoor recreation']",Norrona Sport AS,06-08-18,38,15,-0.8909729238898653
fM8n8jCJSMU,,[],honey coupons,18-04-19,19,90,1.5151272329628591
FNTvgL2WbvM,,"['song', 'musical keyboard', 'keyboard', 'keyboard player', 'piano', 'musical instrument', 'pianist', 'player piano']",google products,15-04-19,32,42,0.26469255422708216
FO20rfagAqc,,[],esteelauder,08-04-19,59,58,-0.01680711831638129
fP_DdTNBYOA,,"['community', 'politics', 'crowd', 'speech', 'audience', 'people']",stand trump,03-04-19,25,38,0.4054651081081644
fRegToos7wM,,['food'],Noosa Yoghurt,14-03-18,57,64,0.11394425934921769
fSc3B4TuQ_g,,"['brand', 'text', 'graphics', 'font', 'logo']",bilh,01-04-19,0,18,2.9444389791664403
FusP0lHJZtQ,,"['steak', 'ribs', 'beef', 'food', 'barbecue', 'pork', 'recipe', 'meat', 'cooking', 'grilling']",National Pork board,24-04-17,34,50,0.37647757123491205
FUzHAv0vg5c,,"['alcoholic beverage', 'drink']",grammarly,21-02-19,83,91,0.09097177820572679
fVRYJogbLVc,,"['crowd', 'dance', 'song']",Levi Strauss & Co.,13-02-19,53,58,0.08855339734144503
FxYynwPKgM4,,"['monochrome', 'song', 'performance art', 'black and white', 'black', 'monochrome photography', 'performance']",ScHoolboy Q,16-04-19,33,59,0.5679840376059393
G2i_5eBnMKk,,"['dog', 'animal', 'pet', 'puppy', 'carnivoran']",honda,29-03-19,84,85,0.011696039763191236
G3x-_0Lmj3s,,[],sprite,28-03-19,34,38,0.10821358464023279
G3ybT4Xf7ww,,"['mobile phone', 'mobile device', 'gadget', 'smartphone']",apple,15-04-19,47,46,-0.02105340919783238
g5oWxP-dK5k,,"['mobile device', 'gadget', 'mobile phone', 'smartphone', 'telephone', 'consumer electronics', 'communication device']",apple,28-03-19,59,49,-0.1823215567939546
G7w-u_avOUo,,"['refrigerator', 'home appliance', 'food', 'kitchen', 'major appliance', 'room']",geappliances,21-12-18,74,72,-0.02702867238791926
Gcjq5xZBOsA,,"['monochrome', 'black and white', 'black', 'text', 'graphics', 'font', 'logo']",apple,28-03-19,59,49,-0.1823215567939546
GcZEB8p85ng,,[],efax,21-12-18,55,48,-0.13353139262452263
gd_0nQndlOU,,"['meal', 'dish', 'food', 'barbecue', 'recipe', 'cooking', 'meat']",hidden valley,15-05-18,71,65,-0.08701137698962981
GfdftpYdC9U,,[],udemy,18-06-18,75,74,-0.01324522675002068
GfqE6v7Sj2k,,"['winter', 'tree', 'snow']",mike johnston,26-03-19,0,33,3.5263605246161616
GfYs5I3ZA0s,,"['wildlife', 'animal', 'nature']",google products,15-04-19,32,42,0.26469255422708216
GG2WVUMDjm4,,"['animation', 'games', 'anime', 'video game', 'comics', 'fictional character']",mous,15-04-19,56,66,0.16164135155641599
GhusZXkEmyQ,,['military'],todaysmilitary,13-03-19,0,14,2.70805020110221
gJzyO61dtT4,,"['monochrome', 'black and white', 'black', 'text', 'graphics', 'font', 'logo']",apple,28-03-19,59,49,-0.1823215567939546
go1jaIRQc-o,,"['television program', 'drama', 'film', 'trailer']",breakthroughtickets,05-12-18,0,29,3.4011973816621555
gp1VFW4qHoo,,[],poshmark,18-03-19,89,93,0.04348511193973889
gP5z-4J2Jsc,,"['dish', 'food', 'recipe', 'cooking']",National Pork board,28-12-17,28,42,0.39390428570708846
GqCQTP2ufng,,['trailer'],vudu,26-03-19,61,61,0.0
gT4vKuxZPEM,,"['tin can', 'television advertisement']",clorox,05-03-19,71,75,0.05406722127027579
guMH3gMNvTU,,"['motor vehicle', 'car', 'vehicle', 'land vehicle']",farmers,24-02-19,37,34,-0.08223809823697212
gv9k2hwyOLM,,"['motor vehicle', 'land vehicle', 'sport utility vehicle', 'car', 'vehicle']",hyundai,02-04-19,94,89,-0.05406722127027582
GWtwgSU9eFs,,['television advertisement'],oldnavy,09-04-19,36,40,0.10265415406008337
G_PErhOFq2o,,['logo'],wework,26-03-19,67,77,0.13720112151348496
h5Z8p3X5PTI,,['logo'],impeach trump,10-12-18,19,34,0.5596157879354227
h6l1YFWVeZ8,,"['food', 'television advertisement']",ubereats,18-04-19,64,78,0.1950605825713843
H8DpjQN7hiU,,[],walkme,24-03-19,78,79,0.012578782206860185
ha8PiLaPWuA,,"['pet', 'animal']",geico,11-03-19,89,90,0.011049836186584935
HAErOS8HgAU,,[],stitchfix,11-03-19,0,0,0.0
HCDIqcG7wZM,,"['bird', 'animal']",google products,29-03-19,32,31,-0.03077165866675366
hcTVe_gwtS0,,"['african elephant', 'elephant', 'wildlife', 'savanna', 'safari', 'herd', 'grassland', 'terrestrial animal', 'animal', 'indian elephant', 'elephants and mammoths', 'wilderness']",Booking.com,22-02-18,73,85,0.1502822030493379
he4NEpnFBvA,,"['sneakers', 'shoe', 'foot', 'fashion', 'footwear']",skechers,01-04-19,53,71,0.28768207245178085
HejHz5wMJCU,,"['emotion', 'song', 'trailer']",botoxcosmetic,06-02-19,58,73,0.2265276492984503
HGfE0QLboNs,,"['motor vehicle', 'land vehicle', 'bumper', 'car dealership', 'mitsubishi', 'family car', 'sport utility vehicle', 'automotive exterior', 'mid size car', 'car', 'vehicle']",Mitsubishi Outlander,21-03-19,99,94,-0.05129329438755058
HhaUcqodoMo,,"['brand', 'graphic design', 'text', 'font', 'logo']",Trump store,15-02-19,72,35,-0.7069405026922811
HHMcV9YZEiY,,"['shoe', 'footwear']",rakuten,11-02-19,45,62,0.3144933299024377
HqY4I29ja_U,,"['car', 'vehicle']",mazda,08-04-19,89,92,0.03278982282299097
hrSU56Uc7cM,,[],godaddy,05-02-19,96,98,0.020408871631207033
HRUuo3elaiU,,[],mcdonalds,04-04-19,64,60,-0.06351340572232586
hSaQ2Rd-HEc,,"['cuisine', 'dish', 'food', 'recipe', 'taco', 'cooking', 'mexican food', 'vegetable']",qdoba,02-11-18,0,0,0.0
HUc_p0C48l8,,['television program'],Honda,12-04-19,85,85,0.0
hunXC076lv0,,"['food', 'chocolate', 'cooking']",old line spirits,04-04-19,37,74,0.6799019538099246
HZBpT-oFOw8,,"['plant', 'fruit', 'gardening', 'food', 'garden', 'citrus', 'vegetable']",bonnieplants,17-03-19,11,12,0.08004270767353636
H_TRMsWcy4k,,"['steak', 'red meat', 'beef', 'food', 'recipe', 'cooking', 'meat']",National Pork board,10-04-17,34,50,0.37647757123491205
I-9Pxh5xXBc,,"['brand', 'graphic design', 'text', 'font', 'logo']",jamf,09-11-18,84,68,-0.20854475189305707
I3f0rclX4D4,,[],stitchfix,24-02-19,0,0,0.0
I4FxXKIZUms,,"['dish', 'food', 'recipe', 'cooking']",alouettecheese,21-06-18,51,49,-0.03922071315328127
I540W716NEU,,['food'],hormel,06-03-19,6,9,0.3566749439387324
I9a5SOJe3IQ,,"['plant', 'woodland', 'vegetation', 'nature', 'woody plant', 'forest', 'tree', 'nature reserve', 'wilderness']",patagonia,31-05-18,29,29,0.0
Ie4CDzmDKyI,,"['advertising', 'television advertisement']",aflac,06-01-19,69,87,0.22884157242884745
if-GZDyKym4,,"['xbox one', 'games', 'video game console', 'action game', 'playstation 4', 'trailer', 'video game']",sony playstation,18-03-19,39,44,0.11778303565638346
if_PgPq1Dps,,[],rakuten,04-04-19,85,65,-0.26469255422708216
Ik8Q6-Lciyk,,['television advertisement'],cvs,14-02-19,63,66,0.0458095360312942
ikjUnpJO_Vk,,"['vacation', 'sea', 'recreational fishing', 'hobby', 'fishing', 'outdoor recreation', 'fish']",pescamaya,09-09-11,0,0,0.0
ine4uuHps8E,,[],honda passport,17-04-19,68,70,0.028573372444055948
iNnMZpbOMNE,,"['play', 'people']",Roger Williams Park Zoo,22-03-19,21,44,0.7156200364120039
ipCZ7injGZc,,[],wsj,10-04-19,70,74,0.05480823649499495
IRMtqrEveX4,,['farm'],hotwire,28-02-19,67,71,0.05715841383994862
iRnuIUyhZv8,,[],roomba i7,17-04-19,9,12,0.26236426446749106
IRXxAvT1kIA,,"['lego minifigure', 'lego', 'toy', 'logo']",mwcc,17-04-19,67,39,-0.5306282510621704
ITB2bp_LFu8,,"['physical fitness', 'training', 'elliptical trainer', 'exercise machine', 'sports', 'indoor cycling', 'bicycle', 'exercise equipment', 'stationary bicycle', 'gym', 'physical exercise', 'cycling']",studio-cycles,07-03-19,46,47,0.021053409197832263
iTKV5_vkt1M,,"['penguin', 'flightless bird', 'king penguin', 'television advertisement', 'animal', 'bird']",penguins movie,10-04-19,16,100,1.7819071727850435
ittVaWB5CIY,,[],google products,29-03-19,32,31,-0.03077165866675366
IUkArf_SQoA,,"['motor vehicle', 'land vehicle', 'family car', 'trailer', 'car', 'vehicle', 'steering wheel']",telluride,04-02-19,20,100,1.5705980791178364
iwi7Mfr0pS0,,[],d2p,22-02-19,0,19,2.995732273553991
IXo2Oxi12jA,,['television advertisement'],A Double Shot at Love,27-03-19,13,11,-0.15415067982725836
IY0ypr5xle0,,"['singing', 'song', 'stage', 'sports', 'dance', 'performance art', 'performing arts', 'crowd', 'musical ensemble', 'audience', 'people', 'performance', 'stadium', 'concert']",homecoming,17-04-19,11,29,0.9162907318741551
IYoFBnr5cNs,,[],vudu,10-04-19,53,57,0.07145896398214505
iYTPZUIvnNs,,"['drama', 'comedy', 'television advertisement', 'trailer', 'film', 'television program']",longshot,08-04-19,77,86,0.109199291964992
J3f49nKXZJI,,[],J. C. Penney,11-04-19,31,32,0.030771658666753687
